registry_name,function_name,module,subsystem,category,signature,parameter_count,required_parameters,optional_parameters,parameter_types,possible_internal,internal_reason,description,keywords
sum_to_product_cosine,sum_to_product_cosine,math_engine.trigonometry,trigonometry,trigonometry_utilities,"(angle_a, angle_b)",2,"angle_a, angle_b",,"angle, angle",False,,Convert cos(A) + cos(B) to product form.,"sum_to_product_cosine, sum to product cosine, sum, to, product, cosine"
sum_to_product_sine,sum_to_product_sine,math_engine.trigonometry,trigonometry,trigonometry_utilities,"(angle_a, angle_b)",2,"angle_a, angle_b",,"angle, angle",False,,Convert sin(A) + sin(B) to product form.,"sum_to_product_sine, sum to product sine, sum, to, product, sine"
tangent,tangent,math_engine.trigonometry,trigonometry,trigonometry_utilities,"(angle, unit='radians')",2,angle,unit,"angle, unknown",False,,Calculate tangent.,tangent
tangent_difference,tangent_difference,math_engine.trigonometry,trigonometry,trigonometry_utilities,"(angle_a, angle_b)",2,"angle_a, angle_b",,"angle, angle",False,,tan(A - B),"tangent_difference, tangent difference, tangent, difference"
tangent_double_angle,tangent_double_angle,math_engine.trigonometry,trigonometry,angle_fundamentals,(angle),1,angle,,angle,False,,tan(2theta),"tangent_double_angle, tangent double angle, tangent, double, angle"
tangent_graph_properties,tangent_graph_properties,math_engine.trigonometry,trigonometry,trigonometry_utilities,"(A, B, C=0, D=0)",4,"A, B","C, D","bound_or_value, bound_or_value, unknown, unknown",False,,Analyze:,"tangent_graph_properties, tangent graph properties, tangent, graph, properties"
tangent_sum,tangent_sum,math_engine.trigonometry,trigonometry,trigonometry_utilities,"(angle_a, angle_b)",2,"angle_a, angle_b",,"angle, angle",False,,tan(A + B),"tangent_sum, tangent sum, tangent, sum"
triangle_area_sas,triangle_area_sas,math_engine.trigonometry,trigonometry,angle_fundamentals,"(side_a, side_b, included_angle, unit='degrees')",4,"side_a, side_b, included_angle",unit,"unknown, unknown, angle, unknown",False,,Calculate triangle area:,"triangle_area_sas, triangle area sas, triangle, area, sas"
trig_expression_value,trig_expression_value,math_engine.trigonometry,trigonometry,trigonometry_utilities,"(expression, substitutions=None, decimal=False)",3,expression,"substitutions, decimal","expression, unknown, unknown",False,,Evaluate an arbitrary trig expression.,"trig_expression_value, trig expression value, trig, expression, value"
trig_frequency,trig_frequency,math_engine.trigonometry,trigonometry,trigonometric_graphs,(B),1,B,,bound_or_value,False,,Return angular frequency coefficient |B|.,"trig_frequency, trig frequency, trig, frequency"
trig_signs_by_quadrant,trig_signs_by_quadrant,math_engine.trigonometry,trigonometry,trigonometry_utilities,(quadrant),1,quadrant,,unknown,False,,"Return signs of sine, cosine,","trig_signs_by_quadrant, trig signs by quadrant, trig, signs, by, quadrant"
unit_circle_coordinates,unit_circle_coordinates,math_engine.trigonometry,trigonometry,unit_circle,"(angle, unit='radians')",2,angle,unit,"angle, unknown",False,,Return the point on the unit circle:,"unit_circle_coordinates, unit circle coordinates, unit, circle, coordinates"
unit_circle_values,unit_circle_values,math_engine.trigonometry,trigonometry,unit_circle,"(angle, unit='radians')",2,angle,unit,"angle, unknown",False,,Return exact trig values for an angle.,"unit_circle_values, unit circle values, unit, circle, values"
vector_components,vector_components,math_engine.trigonometry,trigonometry,vector_trigonometry,"(magnitude, angle, angle_unit='degrees')",3,"magnitude, angle",angle_unit,"unknown, angle, angle",False,,Resolve a vector into x and y components.,"vector_components, vector components, vector, components"
vector_direction,vector_direction,math_engine.trigonometry,trigonometry,vector_trigonometry,"(x_component, y_component, output_unit='degrees')",3,"x_component, y_component",output_unit,"unknown, unknown, unknown",False,,Calculate vector direction using atan2.,"vector_direction, vector direction, vector, direction"
vector_from_bearing,vector_from_bearing,math_engine.trigonometry,trigonometry,vector_trigonometry,"(magnitude, bearing)",2,"magnitude, bearing",,"unknown, angle",False,,Resolve a magnitude and compass bearing,"vector_from_bearing, vector from bearing, vector, from, bearing"
vector_from_components,vector_from_components,math_engine.trigonometry,trigonometry,vector_trigonometry,"(x_component, y_component)",2,"x_component, y_component",,"unknown, unknown",False,,Return magnitude and direction,"vector_from_components, vector from components, vector, from, components"
vector_magnitude,vector_magnitude,math_engine.trigonometry,trigonometry,vector_trigonometry,"(x_component, y_component)",2,"x_component, y_component",,"unknown, unknown",False,,Calculate vector magnitude.,"vector_magnitude, vector magnitude, vector, magnitude"
verify_trig_identity,verify_trig_identity,math_engine.trigonometry,trigonometry,trigonometric_identities,"(left_side, right_side)",2,"left_side, right_side",,"expression, expression",False,,Determine whether two trig expressions,"verify_trig_identity, verify trig identity, verify, trig, identity"
absolute_extrema,absolute_extrema,math_engine.calculus,calculus,derivative_applications,"(expression, start, end, variable='x')",4,"expression, start, end",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: absolute extrema.,"absolute_extrema, absolute extrema, absolute, extrema"
acceleration_vector,acceleration_vector,math_engine.calculus,calculus,vector_calculus,"(position_components, parameter='t')",2,position_components,parameter,"unknown, variable",False,,Perform the math operation: acceleration vector.,"acceleration_vector, acceleration vector, acceleration, vector"
antiderivative,antiderivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: antiderivative.,antiderivative
calculus_arc_length,arc_length,math_engine.calculus,calculus,arc_length_surface_area,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: arc length.,"arc_length, arc length, arc, length"
area_between_curves,area_between_curves,math_engine.calculus,calculus,area_applications,"(upper_function, lower_function, lower, upper, variable='x')",5,"upper_function, lower_function, lower, upper",variable,"unknown, unknown, bound_or_value, bound_or_value, variable",False,,Perform the math operation: area between curves.,"area_between_curves, area between curves, area, between, curves"
area_under_curve,area_under_curve,math_engine.calculus,calculus,area_applications,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: area under curve.,"area_under_curve, area under curve, area, under, curve"
average_function_value,average_function_value,math_engine.calculus,calculus,integration,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: average function value.,"average_function_value, average function value, average, function, value"
chain_rule,chain_rule,math_engine.calculus,calculus,calculus_utilities,"(outer_expression, inner_expression, outer_variable='u', variable='x')",4,"outer_expression, inner_expression","outer_variable, variable","unknown, unknown, unknown, variable",False,,Perform the math operation: chain rule.,"chain_rule, chain rule, chain, rule"
check_antiderivative,check_antiderivative,math_engine.calculus,calculus,derivatives,"(integrand, candidate, variable='x')",3,"integrand, candidate",variable,"expression, unknown, variable",False,,Perform the math operation: check antiderivative.,"check_antiderivative, check antiderivative, check, antiderivative"
check_derivative,check_derivative,math_engine.calculus,calculus,derivatives,"(original, candidate_derivative, variable='x')",3,"original, candidate_derivative",variable,"unknown, unknown, variable",False,,Perform the math operation: check derivative.,"check_derivative, check derivative, check, derivative"
critical_points,critical_points,math_engine.calculus,calculus,derivative_applications,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: critical points.,"critical_points, critical points, critical, points"
curve_intersections,curve_intersections,math_engine.calculus,calculus,area_applications,"(first, second, variable='x')",3,"first, second",variable,"unknown, unknown, variable",False,,Perform the math operation: curve intersections.,"curve_intersections, curve intersections, curve, intersections"
cylindrical_jacobian,cylindrical_jacobian,math_engine.calculus,calculus,coordinate_integration,(radius),1,radius,,numeric_value,False,,Perform the math operation: cylindrical jacobian.,"cylindrical_jacobian, cylindrical jacobian, cylindrical, jacobian"
decimal_calculus_value,decimal_calculus_value,math_engine.calculus,calculus,calculus_utilities,"(expression, digits=10)",2,expression,digits,"expression, unknown",True,Known utility/helper operation.,Perform the math operation: decimal calculus value.,"decimal_calculus_value, decimal calculus value, decimal, calculus, value"
definite_integral,definite_integral,math_engine.calculus,calculus,integration,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: definite integral.,"definite_integral, definite integral, definite, integral"
derivative,derivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x', order=1)",3,expression,"variable, order","expression, variable, integer_or_value",False,,Perform the math operation: derivative.,derivative
calculus_detect_variables,detect_variables,math_engine.calculus,calculus,calculus_utilities,(expression),1,expression,,expression,False,,Perform the math operation: detect variables.,"detect_variables, detect variables, detect, variables"
differential,differential,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: differential.,differential
differential_approximation,differential_approximation,math_engine.calculus,calculus,derivatives,"(expression, point, delta_x, variable='x')",4,"expression, point, delta_x",variable,"expression, point, unknown, variable",False,,Perform the math operation: differential approximation.,"differential_approximation, differential approximation, differential, approximation"
differentiate_power_series,differentiate_power_series,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: differentiate power series.,"differentiate_power_series, differentiate power series, differentiate, power, series"
directional_derivative,directional_derivative,math_engine.calculus,calculus,derivatives,"(expression, direction, variables=('x', 'y'))",3,"expression, direction",variables,"expression, vector, variable",False,,Perform the math operation: directional derivative.,"directional_derivative, directional derivative, directional, derivative"
discontinuity_type,discontinuity_type,math_engine.calculus,calculus,continuity,"(expression, point, variable='x')",3,"expression, point",variable,"expression, point, variable",False,,Perform the math operation: discontinuity type.,"discontinuity_type, discontinuity type, discontinuity, type"
disk_volume,disk_volume,math_engine.calculus,calculus,volume_applications,"(radius_function, lower, upper, variable='x')",4,"radius_function, lower, upper",variable,"unknown, bound_or_value, bound_or_value, variable",False,,Perform the math operation: disk volume.,"disk_volume, disk volume, disk, volume"
double_integral,double_integral,math_engine.calculus,calculus,multiple_integrals,"(expression, x_bounds, y_bounds)",3,"expression, x_bounds, y_bounds",,"expression, unknown, unknown",False,,Perform the math operation: double integral.,"double_integral, double integral, double, integral"
evaluate_limit,evaluate_limit,math_engine.calculus,calculus,limits,"(expression, variable='x', point=0, direction='+-')",4,expression,"variable, point, direction","expression, variable, point, vector",False,,Perform the math operation: evaluate limit.,"evaluate_limit, evaluate limit, evaluate, limit"
evaluate_multivariable,evaluate_multivariable,math_engine.calculus,calculus,multivariable_functions,"(expression, substitutions)",2,"expression, substitutions",,"expression, unknown",False,,Perform the math operation: evaluate multivariable.,"evaluate_multivariable, evaluate multivariable, evaluate, multivariable"
evaluate_piecewise_calculus,evaluate_piecewise_calculus,math_engine.calculus,calculus,calculus_utilities,"(expression, value, variable='x')",3,"expression, value",variable,"expression, numeric_value, variable",False,,Perform the math operation: evaluate piecewise calculus.,"evaluate_piecewise_calculus, evaluate piecewise calculus, evaluate, piecewise, calculus"
exact_calculus_value,exact_calculus_value,math_engine.calculus,calculus,calculus_utilities,(expression),1,expression,,expression,True,Known utility/helper operation.,Perform the math operation: exact calculus value.,"exact_calculus_value, exact calculus value, exact, calculus, value"
exponential_derivative,exponential_derivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: exponential derivative.,"exponential_derivative, exponential derivative, exponential, derivative"
first_derivative,first_derivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: first derivative.,"first_derivative, first derivative, first, derivative"
fundamental_line_integral,fundamental_line_integral,math_engine.calculus,calculus,integration,"(potential_function, start_point, end_point, variables=('x', 'y', 'z'))",4,"potential_function, start_point, end_point",variables,"unknown, point, point, variable",False,,Perform the math operation: fundamental line integral.,"fundamental_line_integral, fundamental line integral, fundamental, line, integral"
geometric_series_sum,geometric_series_sum,math_engine.calculus,calculus,infinite_series,"(first_term, ratio)",2,"first_term, ratio",,"unknown, numeric_value",False,,Perform the math operation: geometric series sum.,"geometric_series_sum, geometric series sum, geometric, series, sum"
gradient_vector,gradient_vector,math_engine.calculus,calculus,gradient_directional_derivatives,"(expression, variables=('x', 'y'))",2,expression,variables,"expression, variable",False,,Perform the math operation: gradient vector.,"gradient_vector, gradient vector, gradient, vector"
hessian_matrix,hessian_matrix,math_engine.calculus,calculus,multivariable_optimization,"(expression, variables=('x', 'y'))",2,expression,variables,"expression, variable",False,,Perform the math operation: hessian matrix.,"hessian_matrix, hessian matrix, hessian, matrix"
hyperbolic_derivative,hyperbolic_derivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: hyperbolic derivative.,"hyperbolic_derivative, hyperbolic derivative, hyperbolic, derivative"
implicit_derivative,implicit_derivative,math_engine.calculus,calculus,derivatives,"(equation, dependent='y', independent='x')",3,equation,"dependent, independent","expression, unknown, unknown",False,,Perform the math operation: implicit derivative.,"implicit_derivative, implicit derivative, implicit, derivative"
improper_integral,improper_integral,math_engine.calculus,calculus,improper_integrals,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: improper integral.,"improper_integral, improper integral, improper, integral"
improper_integral_converges,improper_integral_converges,math_engine.calculus,calculus,improper_integrals,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: improper integral converges.,"improper_integral_converges, improper integral converges, improper, integral, converges"
indefinite_integral,indefinite_integral,math_engine.calculus,calculus,antiderivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: indefinite integral.,"indefinite_integral, indefinite integral, indefinite, integral"
infinite_series_sum,infinite_series_sum,math_engine.calculus,calculus,infinite_series,"(expression, start=1, index='n')",3,expression,"start, index","expression, bound_or_value, unknown",False,,Perform the math operation: infinite series sum.,"infinite_series_sum, infinite series sum, infinite, series, sum"
inflection_candidates,inflection_candidates,math_engine.calculus,calculus,derivative_applications,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: inflection candidates.,"inflection_candidates, inflection candidates, inflection, candidates"
integrate_power_series,integrate_power_series,math_engine.calculus,calculus,power_taylor_series,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: integrate power series.,"integrate_power_series, integrate power series, integrate, power, series"
integration_by_parts,integration_by_parts,math_engine.calculus,calculus,calculus_utilities,"(u, dv, variable='x')",3,"u, dv",variable,"unknown, unknown, variable",False,,Perform the math operation: integration by parts.,"integration_by_parts, integration by parts, integration, by, parts"
is_conservative_field,is_conservative_field,math_engine.calculus,calculus,vector_calculus_theorems,"(components, variables=('x', 'y', 'z'))",2,components,variables,"unknown, variable",False,,Perform the math operation: is conservative field.,"is_conservative_field, is conservative field, is, conservative, field"
is_continuous_at,is_continuous_at,math_engine.calculus,calculus,continuity,"(expression, point, variable='x')",3,"expression, point",variable,"expression, point, variable",False,,Perform the math operation: is continuous at.,"is_continuous_at, is continuous at, is, continuous, at"
lagrange_multipliers,lagrange_multipliers,math_engine.calculus,calculus,multivariable_optimization,"(objective, constraint, variables=('x', 'y'))",3,"objective, constraint",variables,"unknown, unknown, variable",False,,Perform the math operation: lagrange multipliers.,"lagrange_multipliers, lagrange multipliers, lagrange, multipliers"
left_hand_limit,left_hand_limit,math_engine.calculus,calculus,limits,"(expression, variable='x', point=0)",3,expression,"variable, point","expression, variable, point",False,,Perform the math operation: left hand limit.,"left_hand_limit, left hand limit, left, hand, limit"
left_riemann_sum,left_riemann_sum,math_engine.calculus,calculus,numerical_integration,"(expression, lower, upper, rectangles, variable='x')",5,"expression, lower, upper, rectangles",variable,"expression, bound_or_value, bound_or_value, angle, variable",False,,Perform the math operation: left riemann sum.,"left_riemann_sum, left riemann sum, left, riemann, sum"
level_curve,level_curve,math_engine.calculus,calculus,multivariable_functions,"(expression, level, variables=('x', 'y'))",3,"expression, level",variables,"expression, unknown, variable",False,,Perform the math operation: level curve.,"level_curve, level curve, level, curve"
limit_at_infinity,limit_at_infinity,math_engine.calculus,calculus,limits,"(expression, variable='x', direction='positive')",3,expression,"variable, direction","expression, variable, vector",False,,Perform the math operation: limit at infinity.,"limit_at_infinity, limit at infinity, limit, at, infinity"
limit_exists,limit_exists,math_engine.calculus,calculus,limits,"(expression, variable='x', point=0)",3,expression,"variable, point","expression, variable, point",False,,Perform the math operation: limit exists.,"limit_exists, limit exists, limit, exists"
linearization,linearization,math_engine.calculus,calculus,linearization_differentials,"(expression, point, variable='x')",3,"expression, point",variable,"expression, point, variable",False,,Perform the math operation: linearization.,linearization
logarithmic_derivative,logarithmic_derivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: logarithmic derivative.,"logarithmic_derivative, logarithmic derivative, logarithmic, derivative"
maclaurin_series,maclaurin_series,math_engine.calculus,calculus,power_taylor_series,"(expression, order, variable='x')",3,"expression, order",variable,"expression, integer_or_value, variable",False,,Perform the math operation: maclaurin series.,"maclaurin_series, maclaurin series, maclaurin, series"
midpoint_rule,midpoint_rule,math_engine.calculus,calculus,calculus_utilities,"(expression, lower, upper, rectangles, variable='x')",5,"expression, lower, upper, rectangles",variable,"expression, bound_or_value, bound_or_value, angle, variable",False,,Perform the math operation: midpoint rule.,"midpoint_rule, midpoint rule, midpoint, rule"
mixed_partial_derivative,mixed_partial_derivative,math_engine.calculus,calculus,derivatives,"(expression, variables)",2,"expression, variables",,"expression, variable",False,,Perform the math operation: mixed partial derivative.,"mixed_partial_derivative, mixed partial derivative, mixed, partial, derivative"
multivariable_critical_points,multivariable_critical_points,math_engine.calculus,calculus,derivative_applications,"(expression, variables=('x', 'y'))",2,expression,variables,"expression, variable",False,,Perform the math operation: multivariable critical points.,"multivariable_critical_points, multivariable critical points, multivariable, critical, points"
normal_line,normal_line,math_engine.calculus,calculus,derivatives,"(expression, point, variable='x')",3,"expression, point",variable,"expression, point, variable",False,,Perform the math operation: normal line.,"normal_line, normal line, normal, line"
nth_derivative,nth_derivative,math_engine.calculus,calculus,derivatives,"(expression, order, variable='x')",3,"expression, order",variable,"expression, integer_or_value, variable",False,,Perform the math operation: nth derivative.,"nth_derivative, nth derivative, nth, derivative"
nth_term_test,nth_term_test,math_engine.calculus,calculus,infinite_series,"(expression, index='n')",2,expression,index,"expression, unknown",False,,Perform the math operation: nth term test.,"nth_term_test, nth term test, nth, term, test"
numerical_limit,numerical_limit,math_engine.calculus,calculus,limits,"(expression, variable='x', point=0, digits=10)",4,expression,"variable, point, digits","expression, variable, point, unknown",False,,Perform the math operation: numerical limit.,"numerical_limit, numerical limit, numerical, limit"
optimization_candidates,optimization_candidates,math_engine.calculus,calculus,derivative_applications,"(expression, variable='x', interval=None)",3,expression,"variable, interval","expression, variable, unknown",False,,Perform the math operation: optimization candidates.,"optimization_candidates, optimization candidates, optimization, candidates"
parametric_arc_length,parametric_arc_length,math_engine.calculus,calculus,arc_length_surface_area,"(x_expression, y_expression, lower, upper, parameter='t')",5,"x_expression, y_expression, lower, upper",parameter,"unknown, unknown, bound_or_value, bound_or_value, variable",False,,Perform the math operation: parametric arc length.,"parametric_arc_length, parametric arc length, parametric, arc, length"
parametric_area,parametric_area,math_engine.calculus,calculus,parametric_calculus,"(x_expression, y_expression, lower, upper, parameter='t')",5,"x_expression, y_expression, lower, upper",parameter,"unknown, unknown, bound_or_value, bound_or_value, variable",False,,Perform the math operation: parametric area.,"parametric_area, parametric area, parametric, area"
parametric_derivative,parametric_derivative,math_engine.calculus,calculus,derivatives,"(x_expression, y_expression, parameter='t')",3,"x_expression, y_expression",parameter,"unknown, unknown, variable",False,,Perform the math operation: parametric derivative.,"parametric_derivative, parametric derivative, parametric, derivative"
parametric_second_derivative,parametric_second_derivative,math_engine.calculus,calculus,derivatives,"(x_expression, y_expression, parameter='t')",3,"x_expression, y_expression",parameter,"unknown, unknown, variable",False,,Perform the math operation: parametric second derivative.,"parametric_second_derivative, parametric second derivative, parametric, second, derivative"
parametric_tangent_slope,parametric_tangent_slope,math_engine.calculus,calculus,parametric_calculus,"(x_expression, y_expression, parameter_value, parameter='t')",4,"x_expression, y_expression, parameter_value",parameter,"unknown, unknown, unknown, variable",False,,Perform the math operation: parametric tangent slope.,"parametric_tangent_slope, parametric tangent slope, parametric, tangent, slope"
calculus_parse_expression,parse_expression,math_engine.calculus,calculus,calculus_utilities,"(expression, variables=None)",2,expression,variables,"expression, variable",False,,Convert input into a SymPy expression.,"parse_expression, parse expression, parse, expression"
calculus_parse_variable,parse_variable,math_engine.calculus,calculus,calculus_utilities,(variable='x'),1,,variable,variable,False,,Create a real SymPy variable.,"parse_variable, parse variable, parse, variable"
partial_derivative,partial_derivative,math_engine.calculus,calculus,derivatives,"(expression, variable, order=1)",3,"expression, variable",order,"expression, variable, integer_or_value",False,,Perform the math operation: partial derivative.,"partial_derivative, partial derivative, partial, derivative"
partial_sum,partial_sum,math_engine.calculus,calculus,infinite_series,"(expression, start, end, index='n')",4,"expression, start, end",index,"expression, bound_or_value, bound_or_value, unknown",False,,Perform the math operation: partial sum.,"partial_sum, partial sum, partial, sum"
percentage_error,percentage_error,math_engine.calculus,calculus,linearization_differentials,"(exact_value, approximate_value)",2,"exact_value, approximate_value",,"unknown, unknown",False,,Perform the math operation: percentage error.,"percentage_error, percentage error, percentage, error"
polar_arc_length,polar_arc_length,math_engine.calculus,calculus,arc_length_surface_area,"(radius_expression, lower_angle, upper_angle, variable='theta')",4,"radius_expression, lower_angle, upper_angle",variable,"unknown, angle, angle, variable",False,,Perform the math operation: polar arc length.,"polar_arc_length, polar arc length, polar, arc, length"
polar_area,polar_area,math_engine.calculus,calculus,polar_calculus,"(radius_expression, lower_angle, upper_angle, variable='theta')",4,"radius_expression, lower_angle, upper_angle",variable,"unknown, angle, angle, variable",False,,Perform the math operation: polar area.,"polar_area, polar area, polar, area"
polar_double_integral,polar_double_integral,math_engine.calculus,calculus,multiple_integrals,"(expression, r_bounds, theta_bounds)",3,"expression, r_bounds, theta_bounds",,"expression, unknown, unknown",False,,Perform the math operation: polar double integral.,"polar_double_integral, polar double integral, polar, double, integral"
polar_slope,polar_slope,math_engine.calculus,calculus,polar_calculus,"(radius_expression, variable='theta')",2,radius_expression,variable,"unknown, variable",False,,Perform the math operation: polar slope.,"polar_slope, polar slope, polar, slope"
power_series_expansion,power_series_expansion,math_engine.calculus,calculus,power_taylor_series,"(expression, variable='x', center=0, order=6)",4,expression,"variable, center, order","expression, variable, point, integer_or_value",False,,Perform the math operation: power series expansion.,"power_series_expansion, power series expansion, power, series, expansion"
product_rule,product_rule,math_engine.calculus,calculus,calculus_utilities,"(first, second, variable='x')",3,"first, second",variable,"unknown, unknown, variable",False,,Perform the math operation: product rule.,"product_rule, product rule, product, rule"
quotient_rule,quotient_rule,math_engine.calculus,calculus,calculus_utilities,"(numerator, denominator, variable='x')",3,"numerator, denominator",variable,"expression, expression, variable",False,,Perform the math operation: quotient rule.,"quotient_rule, quotient rule, quotient, rule"
rational_integral,rational_integral,math_engine.calculus,calculus,integration,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: rational integral.,"rational_integral, rational integral, rational, integral"
related_rate,related_rate,math_engine.calculus,calculus,related_rates,"(equation, solve_for_rate, substitutions)",3,"equation, solve_for_rate, substitutions",,"expression, unknown, unknown",False,,Solve a differentiated relation.,"related_rate, related rate, related, rate"
relative_error,relative_error,math_engine.calculus,calculus,linearization_differentials,"(exact_value, approximate_value)",2,"exact_value, approximate_value",,"unknown, unknown",False,,Perform the math operation: relative error.,"relative_error, relative error, relative, error"
right_hand_limit,right_hand_limit,math_engine.calculus,calculus,limits,"(expression, variable='x', point=0)",3,expression,"variable, point","expression, variable, point",False,,Perform the math operation: right hand limit.,"right_hand_limit, right hand limit, right, hand, limit"
right_riemann_sum,right_riemann_sum,math_engine.calculus,calculus,numerical_integration,"(expression, lower, upper, rectangles, variable='x')",5,"expression, lower, upper, rectangles",variable,"expression, bound_or_value, bound_or_value, angle, variable",False,,Perform the math operation: right riemann sum.,"right_riemann_sum, right riemann sum, right, riemann, sum"
scalar_line_integral,scalar_line_integral,math_engine.calculus,calculus,integration,"(scalar_field, path_components, lower, upper, parameter='t')",5,"scalar_field, path_components, lower, upper",parameter,"unknown, unknown, bound_or_value, bound_or_value, variable",False,,Perform the math operation: scalar line integral.,"scalar_line_integral, scalar line integral, scalar, line, integral"
second_derivative,second_derivative,math_engine.calculus,calculus,derivatives,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: second derivative.,"second_derivative, second derivative, second, derivative"
second_derivative_test,second_derivative_test,math_engine.calculus,calculus,derivatives,"(expression, point, variable='x')",3,"expression, point",variable,"expression, point, variable",False,,Perform the math operation: second derivative test.,"second_derivative_test, second derivative test, second, derivative, test"
sequence_converges,sequence_converges,math_engine.calculus,calculus,sequences,"(expression, index='n')",2,expression,index,"expression, unknown",False,,Perform the math operation: sequence converges.,"sequence_converges, sequence converges, sequence, converges"
sequence_limit,sequence_limit,math_engine.calculus,calculus,limits,"(expression, index='n')",2,expression,index,"expression, unknown",False,,Perform the math operation: sequence limit.,"sequence_limit, sequence limit, sequence, limit"
sequence_term,sequence_term,math_engine.calculus,calculus,sequences,"(expression, index_value, index='n')",3,"expression, index_value",index,"expression, unknown, unknown",False,,Perform the math operation: sequence term.,"sequence_term, sequence term, sequence, term"
shell_volume,shell_volume,math_engine.calculus,calculus,volume_applications,"(radius, height, lower, upper, variable='x')",5,"radius, height, lower, upper",variable,"numeric_value, numeric_value, bound_or_value, bound_or_value, variable",False,,Perform the math operation: shell volume.,"shell_volume, shell volume, shell, volume"
signed_area,signed_area,math_engine.calculus,calculus,integration,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: signed area.,"signed_area, signed area, signed, area"
simplify_calculus_result,simplify_calculus_result,math_engine.calculus,calculus,calculus_utilities,(expression),1,expression,,expression,True,Known utility/helper operation.,Perform the math operation: simplify calculus result.,"simplify_calculus_result, simplify calculus result, simplify, calculus, result"
simpsons_rule,simpsons_rule,math_engine.calculus,calculus,numerical_integration,"(expression, lower, upper, intervals, variable='x')",5,"expression, lower, upper, intervals",variable,"expression, bound_or_value, bound_or_value, unknown, variable",False,,Perform the math operation: simpsons rule.,"simpsons_rule, simpsons rule, simpsons, rule"
spherical_jacobian,spherical_jacobian,math_engine.calculus,calculus,coordinate_integration,"(radius, phi)",2,"radius, phi",,"numeric_value, angle",False,,Perform the math operation: spherical jacobian.,"spherical_jacobian, spherical jacobian, spherical, jacobian"
substitution_integral,substitution_integral,math_engine.calculus,calculus,integration,"(expression, variable='x')",2,expression,variable,"expression, variable",False,,Perform the math operation: substitution integral.,"substitution_integral, substitution integral, substitution, integral"
surface_area_x_axis,surface_area_x_axis,math_engine.calculus,calculus,arc_length_surface_area,"(expression, lower, upper, variable='x')",4,"expression, lower, upper",variable,"expression, bound_or_value, bound_or_value, variable",False,,Perform the math operation: surface area x axis.,"surface_area_x_axis, surface area x axis, surface, area, x, axis"
tangent_line,tangent_line,math_engine.calculus,calculus,derivatives,"(expression, point, variable='x')",3,"expression, point",variable,"expression, point, variable",False,,Perform the math operation: tangent line.,"tangent_line, tangent line, tangent, line"
tangent_plane,tangent_plane,math_engine.calculus,calculus,gradient_directional_derivatives,"(expression, point, variables=('x', 'y'))",3,"expression, point",variables,"expression, point, variable",False,,Perform the math operation: tangent plane.,"tangent_plane, tangent plane, tangent, plane"
taylor_polynomial,taylor_polynomial,math_engine.calculus,calculus,power_taylor_series,"(expression, center, degree, variable='x')",4,"expression, center, degree",variable,"expression, point, integer_or_value, variable",False,,Perform the math operation: taylor polynomial.,"taylor_polynomial, taylor polynomial, taylor, polynomial"
taylor_series,taylor_series,math_engine.calculus,calculus,power_taylor_series,"(expression, center, order, variable='x')",4,"expression, center, order",variable,"expression, point, integer_or_value, variable",False,,Perform the math operation: taylor series.,"taylor_series, taylor series, taylor, series"
